,filename,class
584,E:\TFG\model_src\dataset\0\13209047842521598129206983892332244109_fxmmj8.png,2
585,D:\TFG - Álvaro\data\15\216840111366964012558082906712009300125537904_02-127-185.png,1
586,E:\TFG\model_src\dataset\1\223698058833305458717461881227142494117_zxqej4.png,0
587,E:\TFG\model_src\dataset\0\161558733300835206135832370684250986849_9l3edb.png,2
588,D:\TFG - Álvaro\data\15\216840111366964012558082906712009363145125167_02-127-123.png,1
589,E:\TFG\model_src\dataset\1\102242452491583564396630938865761944139_2_zgofxt.png,0
590,E:\TFG\model_src\dataset\0\12443511129867185752094712055943783816_q2l18g.png,2
591,D:\TFG - Álvaro\data\15\216840111366964013686042548532013150082505042_02-037-178.png,1
592,E:\TFG\model_src\dataset\1\96883251050720293002402412343510288950_y9dd0a.png,0
593,E:\TFG\model_src\dataset\0\30980613932243968417604147644101748212_qg6ikt.png,2
594,D:\TFG - Álvaro\data\15\216840111366964013686042548532013144115849212_02-037-142.png,1
595,E:\TFG\model_src\dataset\1\280419470930114705521026451709530407675_sv46sa.png,0
596,E:\TFG\model_src\dataset\0\30163410219805376865205623485714334788_bsitrv.png,2
597,D:\TFG - Álvaro\data\16\216840111366964013663026955732013134105205629_02-037-188.png,1
598,E:\TFG\model_src\dataset\1\38367017040383874343207450939637920545_qk4v6u.png,0
599,E:\TFG\model_src\dataset\0\60835787718025534420036653344125937689_n9dw8w.png,2
600,D:\TFG - Álvaro\data\16\216840111366964012819207061112010230114944650_02-120-087.png,1
601,E:\TFG\model_src\dataset\1\263739626518592325594846502010358090773_wdo6pd.png,0
602,E:\TFG\model_src\dataset\0\233942848615007766815355413289045975936_1qlc5o.png,2
603,D:\TFG - Álvaro\data\16\216840111366964012768025509942010215113319277_02-120-098.png,1
604,E:\TFG\model_src\dataset\1\183876922518630432298204685345114338144_2_sqarsp.png,0
605,E:\TFG\model_src\dataset\0\179055648747473601115984744211726940723_2_8gokp8.png,2
606,D:\TFG - Álvaro\data\16\216840111366964012819207061112010231102559049_02-120-103.png,1
607,E:\TFG\model_src\dataset\1\183876922518630432298204685345114338144_v0x6ik.png,0
608,E:\TFG\model_src\dataset\0\5124502614682593862235987107512448124_3_cokmx2.png,2
609,D:\TFG - Álvaro\data\16\12752243479320241226908_02-120-090.png,1
610,E:\TFG\model_src\dataset\1\72818499275035887637936208436745024096_m4rxzq.png,0
611,E:\TFG\model_src\dataset\0\5124502614682593862235987107512448124_pl38ou.png,2
612,D:\TFG - Álvaro\data\16\216840111366964013590140476722013050154025210_02-064-126.png,1
613,E:\TFG\model_src\dataset\1\271120376906419305808245006321025250850_g7frqk.png,0
614,E:\TFG\model_src\dataset\0\122154190813552763049548304001764956113_54gui6.png,2
615,D:\TFG - Álvaro\data\16\216840111366964013590140476722013030133443226_02-064-062.png,1
616,E:\TFG\model_src\dataset\1\4003514143646192137326048003019070049_l9xmuw.png,0
617,E:\TFG\model_src\dataset\0\305287599101580419824295916760271499860_w6s7jy.png,2
618,D:\TFG - Álvaro\data\16\216840111366964012810168695312010217132605550_02-118-180.png,1
619,E:\TFG\model_src\dataset\1\108624647240609102143632170996084870248_pz8y0h.png,0
620,E:\TFG\model_src\dataset\0\224180925312823874700040914807292133157_rgo7xn.png,2
621,D:\TFG - Álvaro\data\16\216840111366964013686042548532013254130331410_02-024-196.png,1
622,E:\TFG\model_src\dataset\1\305501638123212482134039634278606817140_nrlydd.png,0
623,E:\TFG\model_src\dataset\0\257557636939621956145243510898955860335_2_2sf159.png,2
624,D:\TFG - Álvaro\data\16\12752243479320242397977_02-089-072.png,1
625,E:\TFG\model_src\dataset\1\51199881575144649663675721987036911512_itrv1s.png,0
626,E:\TFG\model_src\dataset\0\97024852706005038814991823295206543044_geyjfo.png,2
627,D:\TFG - Álvaro\data\16\216840111366964013686042548532013290113749568_02-089-012.png,1
628,E:\TFG\model_src\dataset\1\168366637326528051157469960514492791855_eh2tru.png,0
629,E:\TFG\model_src\dataset\0\160473543577800109482484026465889269684_-3h29b.png,2
630,D:\TFG - Álvaro\data\16\216840111366964013686042548532013283105440712_02-089-173.png,1
631,E:\TFG\model_src\dataset\1\275938241499835635901253575395633976194_xbx6ed.png,0
632,E:\TFG\model_src\dataset\0\51200696445796624601576421803702403405_530sf8.png,2
633,D:\TFG - Álvaro\data\16\216840111366964013686042548532013294115907211_02-089-086.png,1
634,E:\TFG\model_src\dataset\1\21161725385141411621974187534091187533_n7mslx.png,0
635,E:\TFG\model_src\dataset\0\46379008646265647496808259537621198985_2_da8fcy.png,2
636,D:\TFG - Álvaro\data\16\216840111366964013829543166512013347135838079_02-089-056.png,1
637,E:\TFG\model_src\dataset\1\120151880067773475943386769122128896349_d9k47z.png,0
638,E:\TFG\model_src\dataset\0\70543697037161398282560969435563026554_tmm1v6.png,2
639,D:\TFG - Álvaro\data\16\216840111366964013649107288022013093121241744_02-072-000.png,1
640,E:\TFG\model_src\dataset\1\238050744232683277613672872377471868365_x51v9t.png,0
641,E:\TFG\model_src\dataset\0\267833772010892593089264218761280405562_um75t8.png,2
642,D:\TFG - Álvaro\data\16\216840111366964012734950068292010160130912011_02-119-160.png,1
643,E:\TFG\model_src\dataset\1\319242650229777738085093478618176305244_ttqxnz.png,0
644,E:\TFG\model_src\dataset\0\300267262729674158637400417724986237777_hbnid7.png,2
645,D:\TFG - Álvaro\data\16\216840111366964013686042548532013284113254517_02-079-107.png,1
646,E:\TFG\model_src\dataset\1\39508930477229903374366828458510399580_kshp5v.png,0
647,E:\TFG\model_src\dataset\0\114221903857275032517962974283090578558_67sd08.png,2
648,D:\TFG - Álvaro\data\16\216840111366964013686042548532013289090131419_02-079-086.png,1
649,E:\TFG\model_src\dataset\1\115920428859516892994258297956972017348_0t85y2.png,0
650,E:\TFG\model_src\dataset\0\46643123408075113761005140223360099296_ubac40.png,2
651,D:\TFG - Álvaro\data\16\216840111366964013649107288022013102095552332_02-079-004.png,1
652,E:\TFG\model_src\dataset\1\237730917008097090193323870936383513251_k8pycd.png,0
653,E:\TFG\model_src\dataset\0\317154029506217091334018120937565469870_4qtjkh.png,2
654,D:\TFG - Álvaro\data\16\216840111366964013686042548532013287083029945_02-079-099.png,1
655,E:\TFG\model_src\dataset\1\40298121404868195509808036222962220659_olrle6.png,0
656,E:\TFG\model_src\dataset\0\228233339006077118529479142236154730_k549fy.png,2
657,D:\TFG - Álvaro\data\16\216840111366964013686042548532013162130648332_02-105-044.png,1
658,E:\TFG\model_src\dataset\1\42204060571278999414691815102003403532_ss9e2k.png,0
659,E:\TFG\model_src\dataset\0\96774135289388181265971762050093134493_cbvz4s.png,2
660,D:\TFG - Álvaro\data\16\216840111366964013663026955732013129102923349_02-043-018.png,1
661,E:\TFG\model_src\dataset\1\107191350619754475482465267138775105538_16fd7g.png,0
662,E:\TFG\model_src\dataset\0\107896670649466959943528865810374148479_wk5807.png,2
663,D:\TFG - Álvaro\data\16\216840111366964013663026955732013126133303876_02-043-179.png,1
664,E:\TFG\model_src\dataset\1\334843957070132718557336924787751624195_9l7fi2.png,0
665,E:\TFG\model_src\dataset\0\190958769406567902406648350575785492366_239i3k.png,2
666,D:\TFG - Álvaro\data\16\216840111366964013590140476722013053110533422_02-055-003.png,1
667,E:\TFG\model_src\dataset\1\261726541194581021246418307118377342573_f2fqdm.png,0
668,E:\TFG\model_src\dataset\0\123185780509134144135958695447452353402_gz0d2z.png,2
669,D:\TFG - Álvaro\data\16\216840111366964013590140476722013060134613741_02-055-001.png,1
670,E:\TFG\model_src\dataset\1\54747759859520745910785956012057973331_jlbujo.png,0
671,E:\TFG\model_src\dataset\0\223691601105735836265163569344813776131_rwxoj2.png,2
672,D:\TFG - Álvaro\data\16\216840111366964013590140476722013073130523817_02-055-155.png,1
673,E:\TFG\model_src\dataset\1\206881371806848080083713684987415106895_tvdjce.png,0
674,E:\TFG\model_src\dataset\0\285290386711761684769273546462266756930_bhjypk.png,2
675,D:\TFG - Álvaro\data\16\216840111366964013590140476722013070115105529_02-055-109.png,1
676,E:\TFG\model_src\dataset\1\129775685969689516298926504544171991118_2b07n7.png,0
677,E:\TFG\model_src\dataset\0\22587533411370834551518485064848866764_1m9kc6.png,2
678,D:\TFG - Álvaro\data\16\216840111366964013590140476722013070082845687_02-055-008.png,1
679,E:\TFG\model_src\dataset\1\258014214579620862875247378508595221538_xzp482.png,0
680,E:\TFG\model_src\dataset\0\173766430536382836275840746126468196031_8ezi3z.png,2
681,D:\TFG - Álvaro\data\16\216840111366964013686042548532013295113450579_02-084-085.png,1
682,E:\TFG\model_src\dataset\1\164289673911634962407415704442905693720_p4zx91.png,0
683,E:\TFG\model_src\dataset\0\145698282304700116300882843111967537977_f6qhtv.png,2
684,D:\TFG - Álvaro\data\16\216840111366964013686042548532013267124625747_02-084-001.png,1
685,E:\TFG\model_src\dataset\1\295623195288146923080600189127111662888_sgklqg.png,0
686,E:\TFG\model_src\dataset\0\145079797318446660234011817672811319780_yc8ptj.png,2
687,D:\TFG - Álvaro\data\16\216840111366964013686042548532013260124516764_02-022-187.png,1
688,E:\TFG\model_src\dataset\1\324529296563233678373453822930994245559_xyi1rs.png,0
689,E:\TFG\model_src\dataset\0\237589284200619304470584433806441507256_q9j908.png,2
690,D:\TFG - Álvaro\data\16\216840111366964013663026955732013113095528299_02-022-127.png,1
691,E:\TFG\model_src\dataset\1\251173079032301164965426964789811094374_l3toic.png,0
692,E:\TFG\model_src\dataset\0\182861957837108040628912543518968270231_x24z8c.png,2
693,D:\TFG - Álvaro\data\16\216840111366964013686042548532013262082753341_02-022-158.png,1
694,E:\TFG\model_src\dataset\1\157845532204495021611743783545371366955_5yzrsv.png,0
695,E:\TFG\model_src\dataset\0\92252581030541926984979059728330921710_hdjg72.png,2
696,D:\TFG - Álvaro\data\16\216840111366964013686042548532013294084537503_02-088-171.png,1
697,E:\TFG\model_src\dataset\1\16506594310152250606114707036608886442_m9la8g.png,0
698,E:\TFG\model_src\dataset\0\204894591024837303501717383400712474780_55woga.png,2
699,D:\TFG - Álvaro\data\16\216840111366964013686042548532013283113934500_02-088-123.png,1
700,E:\TFG\model_src\dataset\1\130130366721858521556623022428924010179_w9ps2m.png,0
701,E:\TFG\model_src\dataset\0\20554390535573196487517127811110485585_8awsqb.png,2
702,D:\TFG - Álvaro\data\17\216840111366964013590140476722013036102514103_02-059-073.png,1
703,E:\TFG\model_src\dataset\1\83438735160480565162073649664526166526_29n7xw.png,0
704,E:\TFG\model_src\dataset\0\151101533909139618368584447199931437113_fsomoq.png,2
705,D:\TFG - Álvaro\data\17\216840111366964013590140476722013049103258142_02-097-190.png,1
706,E:\TFG\model_src\dataset\1\300035341367133809492531574730989864144_6aidid.png,0
707,E:\TFG\model_src\dataset\0\213483790324047058736658212826860879769_852pj2.png,2
708,D:\TFG - Álvaro\data\17\216840111366964013686042548532013136084259745_02-034-146.png,1
709,E:\TFG\model_src\dataset\1\69729975678197052428716963765770907457_7hh5n1.png,0
710,E:\TFG\model_src\dataset\0\40684479648441331589695878133203736900_na8q7j.png,2
711,D:\TFG - Álvaro\data\17\216840111366964013590140476722013053144015986_02-065-125.png,1
712,E:\TFG\model_src\dataset\1\139318986684038949217366092620266615778_kid8er.png,0
713,E:\TFG\model_src\dataset\0\71576696584101789388311784595829594064_dtor42.png,2
714,D:\TFG - Álvaro\data\17\216840111366964013829543166512013329121905173_02-111-093.png,1
715,E:\TFG\model_src\dataset\1\326389759462316438345231806607048318739_vf2xws.png,0
716,E:\TFG\model_src\dataset\0\41892542585387873296704012522953591011_swyprb.png,2
717,D:\TFG - Álvaro\data\17\216840111366964013829543166512013333122715885_02-111-040.png,1
718,E:\TFG\model_src\dataset\1\1674197506474601985717714810450423028_tms6rr.png,0
719,E:\TFG\model_src\dataset\0\276979010950850693475789060461466628768_g86q4z.png,2
720,D:\TFG - Álvaro\data\17\216840111366964013590140476722013084084251784_02-049-002.png,1
721,E:\TFG\model_src\dataset\1\150353705996929911987106247300430467318_-h0tih.png,0
722,E:\TFG\model_src\dataset\0\133810455908662857322301056725783437765_2_3p55v5.png,2
723,D:\TFG - Álvaro\data\17\216840111366964013663026955732013122133407253_02-023-009.png,1
724,E:\TFG\model_src\dataset\1\277659195049175494487834145375160604235_jn05mp.png,0
725,E:\TFG\model_src\dataset\0\85490756329472064286291860095819805189_r4zls0.png,2
726,D:\TFG - Álvaro\data\17\216840111366964013575787468332013016105129994_02-005-032.png,1
727,E:\TFG\model_src\dataset\1\273291282603235659155848934423977084965_mkt7pm.png,0
728,E:\TFG\model_src\dataset\0\91479092926237783583580007501230800164_5104gk.png,2
729,D:\TFG - Álvaro\data\17\216840111366964013590140476722013024093544362_02-005-189.png,1
730,E:\TFG\model_src\dataset\1\60651327126626618815763289974942214204_qieh6d.png,0
731,E:\TFG\model_src\dataset\0\133871512340084216113265049286533898931_g3m3c3.png,2
732,D:\TFG - Álvaro\data\17\216840111366964013589729908692013023150929165_02-005-116.png,1
733,E:\TFG\model_src\dataset\1\292452445499072378367248504246564251126_i1plbq.png,0
734,E:\TFG\model_src\dataset\0\334822574353700970293373055158451687365_dlq1e1.png,2
735,D:\TFG - Álvaro\data\17\216840111366964013686042548532013137110556935_02-045-074.png,1
736,E:\TFG\model_src\dataset\1\54327576867559995440149898247128424851_gw4yxt.png,0
737,E:\TFG\model_src\dataset\0\315561923385529736792209511615807371083_2_ytb6y8.png,2
738,D:\TFG - Álvaro\data\17\216840111366964013663026955732013133131150451_02-045-040.png,1
739,E:\TFG\model_src\dataset\1\316052102826664791160333360059126208490_7sxtwb.png,0
740,E:\TFG\model_src\dataset\0\269577503052282080020245006456074886585_yqub0o.png,2
741,D:\TFG - Álvaro\data\17\216840111366964013686042548532013141100811652_02-045-121.png,1
742,E:\TFG\model_src\dataset\1\45433969527875247220524146366786006852_8i1jco.png,0
743,E:\TFG\model_src\dataset\0\132893921626118852886919715728134079919_6v2ald.png,2
744,D:\TFG - Álvaro\data\17\216840111366964013686042548532013220132545715_02-003-033.png,1
745,E:\TFG\model_src\dataset\1\281803373026272932208331020473373856209_eiie4t.png,0
746,E:\TFG\model_src\dataset\0\67879124614554983802981526054410229036_2eweog.png,2
747,D:\TFG - Álvaro\data\17\216840111366964013686042548532013182122804355_02-003-139.png,1
748,E:\TFG\model_src\dataset\1\141745152536498629081079620668507211616_i3fr39.png,0
749,E:\TFG\model_src\dataset\0\237607225571029521574521218345354655436_agw4ut.png,2
750,D:\TFG - Álvaro\data\17\216840111366964013829543166512013332095530335_02-093-039.png,1
751,E:\TFG\model_src\dataset\1\334591026523794909412168588547408317942_vg7loh.png,0
752,E:\TFG\model_src\dataset\0\216172403483304837162368346437639295540_5njdjl.png,2
753,D:\TFG - Álvaro\data\17\216840111366964013829543166512013331105615321_02-093-092.png,1
754,E:\TFG\model_src\dataset\1\138301084209267422626528010954139305886_iwzb9r.png,0
755,E:\TFG\model_src\dataset\0\238503808012299982318590453993744679088_ky2ryh.png,2
756,D:\TFG - Álvaro\data\17\216840111366964013829543166512013354105135182_02-093-184.png,1
757,E:\TFG\model_src\dataset\1\121505948317209489119794423374932335111_hee70h.png,0
758,E:\TFG\model_src\dataset\0\164608607487362630100289336383609413401_x2uegh.png,2
759,D:\TFG - Álvaro\data\18\216840111366964013686042548532013256115313588_02-021-022.png,1
760,E:\TFG\model_src\dataset\1\295425441426717186478604110961070085729_o5sw4q.png,0
761,E:\TFG\model_src\dataset\0\22604611879549732672078635180528992672_u3m5ou.png,2
762,D:\TFG - Álvaro\data\18\216840111366964013575787468332013008135836905_02-006-028.png,1
763,E:\TFG\model_src\dataset\1\33085145869102787486950112017879158672_zdm89x.png,0
764,E:\TFG\model_src\dataset\0\272337106383882551816019717697472621261_z6t9ua.png,2
765,D:\TFG - Álvaro\data\18\216840111366964013663026955732013109145125415_02-101-178.png,1
766,E:\TFG\model_src\dataset\1\176562004454312608814434682002238615662_kerrnw.png,0
767,E:\TFG\model_src\dataset\0\291760306139408930303076189809137824599_ef4mlv.png,2
768,D:\TFG - Álvaro\data\18\216840111366964013686042548532013150113816088_02-101-097.png,1
769,E:\TFG\model_src\dataset\1\200190083008816408563798002986244828828_hjie9j.png,0
770,E:\TFG\model_src\dataset\0\261158455957288670389517440181449946985_66mxua.png,2
771,D:\TFG - Álvaro\data\18\216840111366964013686042548532013170113115382_02-101-043.png,1
772,E:\TFG\model_src\dataset\1\99188125747862791862532719568424565104_ou4xof.png,0
773,E:\TFG\model_src\dataset\0\18860783514226021264278201770060237048_qo5uyi.png,2
774,D:\TFG - Álvaro\data\18\216840111366964012819207061112010238121353404_02-122-170.png,1
775,E:\TFG\model_src\dataset\1\42834595450789543595362050280922096281_tsa3pe.png,0
776,E:\TFG\model_src\dataset\0\262178259191613324027033339820188845179_d2jbu9.png,2
777,D:\TFG - Álvaro\data\18\216840111366964013590140476722013030130915423_02-015-131.png,1
778,E:\TFG\model_src\dataset\1\35307008341720996370499922154207209794_7n72ew.png,0
779,E:\TFG\model_src\dataset\0\42964834793026086151788326189552596357_ifesd5.png,2
780,D:\TFG - Álvaro\data\18\216840111366964013829543166512013329130403250_02-108-085.png,1
781,E:\TFG\model_src\dataset\1\176139149165255627395732438927565115933_3_wkxhbp.png,0
782,E:\TFG\model_src\dataset\0\164965759090247526553818229905913990932_7yk0kw.png,2
783,D:\TFG - Álvaro\data\18\216840111366964013534861372972012331142846462_02-108-149.png,1
784,E:\TFG\model_src\dataset\1\109268421264157635851783925966801190561_ftx2qy.png,0
785,E:\TFG\model_src\dataset\0\309040238750908554070942234952623367972_xlb81f.png,2
786,D:\TFG - Álvaro\data\18\216840111366964013829543166512013329081720063_02-108-155.png,1
787,E:\TFG\model_src\dataset\1\161614435161269798035299402021913767300_qekgwt.png,0
788,E:\TFG\model_src\dataset\0\250538383336488089851272840069475450672_2_p9d823.png,2
789,D:\TFG - Álvaro\data\18\216840111366964013829543166512013304141043252_02-108-063.png,1
790,E:\TFG\model_src\dataset\1\161614435161269798035299402021913767300_qekgwr.png,0
791,E:\TFG\model_src\dataset\0\40777859283561429862345255236368030978_wo1lja.png,2
792,D:\TFG - Álvaro\data\18\216840111366964013534861372972012331134236133_02-108-015.png,1
793,E:\TFG\model_src\dataset\1\96929366585234503600085498334887867737_k8w0z7.png,0
794,E:\TFG\model_src\dataset\0\61782768159459504544773273716627845819_thdw7j.png,2
795,D:\TFG - Álvaro\data\18\12752243479320242438499_02-108-068.png,1
796,E:\TFG\model_src\dataset\1\309723035471118408088514295548452837941_xpea3i.png,0
797,E:\TFG\model_src\dataset\0\109663562697020799553542895231436757445_hml23h.png,2
798,D:\TFG - Álvaro\data\18\216840111366964013590140476722013044141008049_02-060-109.png,1
799,E:\TFG\model_src\dataset\1\291741715506758839680626144869493536738_e1wjxp.png,0
800,E:\TFG\model_src\dataset\0\226068869422499289661538388409400944743_j6anlg.png,2
801,D:\TFG - Álvaro\data\18\216840111366964013686042548532013149122744063_02-102-039.png,1
802,E:\TFG\model_src\dataset\1\284868740397841161474058789208265606229_70odi8.png,0
803,E:\TFG\model_src\dataset\0\5360585850792522138565524792531378288_n6xfsr.png,2
804,D:\TFG - Álvaro\data\18\216840111366964013575787468332013022124954526_02-102-044.png,1
805,E:\TFG\model_src\dataset\1\320631867440443887034767162164526562206_h490s9.png,0
806,E:\TFG\model_src\dataset\0\255722555676976219034817417247522175712_yl91pp.png,2
807,D:\TFG - Álvaro\data\18\216840111366964013829543166512013311135525229_02-115-079.png,1
808,E:\TFG\model_src\dataset\1\331616170358732188524929407550619935549_ugxad1.png,0
809,E:\TFG\model_src\dataset\0\74138041746990991750354395922476361801_lsg2xx.png,2
810,D:\TFG - Álvaro\data\18\216840111366964012558082906712009299140915148_02-126-033.png,1
811,E:\TFG\model_src\dataset\1\292510274977949857684739438777819747535_692my7.png,0
812,E:\TFG\model_src\dataset\0\48012150330353852614178980375361623364_dum03x.png,2
813,D:\TFG - Álvaro\data\18\216840111366964013829543166512013339115912544_02-090-074.png,1
814,E:\TFG\model_src\dataset\1\133669937267671178441944923366208015733_j5f4ni.png,0
815,E:\TFG\model_src\dataset\0\186278875802279459082127556532126481623_5as3cp.png,2
816,D:\TFG - Álvaro\data\18\216840111366964013829543166512013354130914082_02-090-185.png,1
817,E:\TFG\model_src\dataset\1\231146730924568406732865936338665237802_o3v87m.png,0
818,E:\TFG\model_src\dataset\0\308217436593227647094007970137612559329_31lrd6.png,2
819,D:\TFG - Álvaro\data\18\216840111366964013829543166512013338133635594_02-090-137.png,1
820,E:\TFG\model_src\dataset\1\63689400947526757837852879756844955474_cx0qt6.png,0
821,E:\TFG\model_src\dataset\0\136229994878669378827752992323939456114_fda99p.png,2
822,D:\TFG - Álvaro\data\18\216840111366964013686042548532013294142045629_02-081-145.png,1
823,E:\TFG\model_src\dataset\1\266894481185370281130310470161409537552_2_4rxrfn.png,0
824,E:\TFG\model_src\dataset\0\6448036096522810528983432022871625792_2_9ocsrl.png,2
825,D:\TFG - Álvaro\data\19\216840111366964013686042548532013267111815605_02-018-072.png,1
826,E:\TFG\model_src\dataset\1\189182721819574804661993100067148665963_gwyv9y.png,0
827,E:\TFG\model_src\dataset\0\297265615706494064268921201017943418194_w30a6j.png,2
828,D:\TFG - Álvaro\data\19\216840111366964013686042548532013268133142378_02-018-127.png,1
829,E:\TFG\model_src\dataset\1\234116416537034679287487021812511586489_j2kfaf.png,0
830,E:\TFG\model_src\dataset\0\285697481698115744354956478189171021078_pce6h9.png,2
831,D:\TFG - Álvaro\data\19\216840111366964013686042548532013268100900309_02-018-005.png,1
832,E:\TFG\model_src\dataset\1\130089266019031321486757938202118853737_0wylau.png,0
833,E:\TFG\model_src\dataset\0\33728467384543072824771678110722875201_f9qa0p.png,2
834,D:\TFG - Álvaro\data\19\216840111366964013829543166512013344105846243_02-095-135.png,1
835,E:\TFG\model_src\dataset\1\80192588987930783183435433318797862339_jig90t.png,0
836,E:\TFG\model_src\dataset\0\127648303036658248736521273399332961708_4rwzpf.png,2
837,D:\TFG - Álvaro\data\19\12752243479320242137918_02-061-053.png,1
838,E:\TFG\model_src\dataset\1\214610259637453620754505515453289611740_x4k5sg.png,0
839,E:\TFG\model_src\dataset\0\203618370854520437966036153359422182314_rdigky.png,2
840,D:\TFG - Álvaro\data\19\216840111366964013590140476722013051085235843_02-061-082.png,1
841,E:\TFG\model_src\dataset\1\130876184551867214007966179925141654539_41rhzl.png,0
842,E:\TFG\model_src\dataset\0\118786461170491574888380527209308294248_2da95g.png,2
843,D:\TFG - Álvaro\data\19\216840111366964012558082906712010027091317996_02-124-115.png,1
844,E:\TFG\model_src\dataset\1\154652568282585871384799425237537653131_5ncaiz.png,0
845,E:\TFG\model_src\dataset\0\119871784850186240861918351690361972430_gw6bg6.png,2
846,D:\TFG - Álvaro\data\19\216840111366964012558082906712010007145131090_02-124-013.png,1
847,E:\TFG\model_src\dataset\1\53898864199895018063683148466189471080_e5gj0e.png,0
848,E:\TFG\model_src\dataset\0\227870138678456332643958548591541465651_m4w64r.png,2
849,D:\TFG - Álvaro\data\19\216840111366964013649107288022013093141245478_02-073-087.png,1
850,E:\TFG\model_src\dataset\1\313823032184500038244142585982579325201_7it0g3.png,0
851,E:\TFG\model_src\dataset\0\240491556383687688782766990544720453351_mzj6fp.png,2
852,D:\TFG - Álvaro\data\19\216840111366964013649107288022013102092102910_02-073-065.png,1
853,E:\TFG\model_src\dataset\1\93459654036625756630270507969630567007_jl5rel.png,0
854,E:\TFG\model_src\dataset\0\339022053292473030632546619023290120104_we7h97.png,2
855,D:\TFG - Álvaro\data\19\216840111366964013515091760022012304133810033_02-073-143.png,1
856,E:\TFG\model_src\dataset\1\319631670178327831790699950625219281573_2_orgewj.png,0
857,E:\TFG\model_src\dataset\0\52187999317873550926536095835980933249_2_el0ar4.png,2
858,D:\TFG - Álvaro\data\19\216840111366964012810168695312010217121421671_02-121-142.png,1
859,E:\TFG\model_src\dataset\1\106071430070030867802409075746922716449_axhfio.png,0
860,E:\TFG\model_src\dataset\0\203789002165596537116833612453698539888_2_gdboup.png,2
861,D:\TFG - Álvaro\data\19\216840111366964012768025509942010210143729452_02-121-071.png,1
862,E:\TFG\model_src\dataset\1\124958554318338446620474552262642637614_j081hr.png,0
863,E:\TFG\model_src\dataset\0\226522725583577147861656157517779349400_xk12cn.png,2
864,D:\TFG - Álvaro\data\19\216840111366964012819207061112010228115156871_02-121-161.png,1
865,E:\TFG\model_src\dataset\1\142763529947750961751279274810170900151_815iwd.png,0
866,E:\TFG\model_src\dataset\0\329335989209497176813022335020065891543_rqkmdt.png,2
867,D:\TFG - Álvaro\data\19\216840111366964013575787468332013008143249975_02-013-154.png,1
868,E:\TFG\model_src\dataset\1\10863473891602912740191422454645304935_c9eupq.png,0
869,E:\TFG\model_src\dataset\0\66891125491093232341901194631654920391_m10ra6.png,2
870,D:\TFG - Álvaro\data\19\216840111366964013686042548532013140121412082_02-046-012.png,1
871,E:\TFG\model_src\dataset\1\19633163690499225250943130502955119405_t2tpdp.png,0
872,E:\TFG\model_src\dataset\0\238533951345063802679941520082070488657_jvtffa.png,2
873,D:\TFG - Álvaro\data\19\216840111366964013590140476722013065124129550_02-046-191.png,1
874,E:\TFG\model_src\dataset\1\170168893207559362120477330282522701635_lynpsg.png,0
875,E:\TFG\model_src\dataset\0\334491213680614796241290024439888814494_8cj1ou.png,2
876,D:\TFG - Álvaro\data\19\216840111366964013590140476722013071125614567_02-051-102.png,1
877,E:\TFG\model_src\dataset\1\310159940254180388550419933520811781071_2kr36j.png,0
878,E:\TFG\model_src\dataset\0\81589982241951720869937848639919828879_pxu8ha.png,2
879,D:\TFG - Álvaro\data\19\216840111366964013686042548532013185121208986_02-031-192.png,1
880,E:\TFG\model_src\dataset\1\155193321174051348208024972855497393569_jrxjx4.png,0
881,E:\TFG\model_src\dataset\0\218276611197839408947643534238333999534_2_e4d9kf.png,2
882,D:\TFG - Álvaro\data\19\216840111366964013649107288022013094104618420_02-077-076.png,1
883,E:\TFG\model_src\dataset\1\235389214263218836736803315615511492270_m5ibyb.png,0
884,E:\TFG\model_src\dataset\0\218276611197839408947643534238333999534_9jb3if.png,2
885,D:\TFG - Álvaro\data\19\216840111366964013649107288022013099131525317_02-077-155.png,1
886,E:\TFG\model_src\dataset\1\204118192055312985848415939795329794005_iiarkv.png,0
887,E:\TFG\model_src\dataset\0\94626029278153828519049955936049456710_4df2em.png,2
888,D:\TFG - Álvaro\data\19\216840111366964013217898866992011355091641466_01-010-002.png,1
889,E:\TFG\model_src\dataset\1\284099849654286951485597457028624292272_2h6f8q.png,0
890,E:\TFG\model_src\dataset\0\97293150166439380003627776945289387534_c2f9go.png,2
891,D:\TFG - Álvaro\data\19\216840111366964013217898866992011346132813659_01-010-082.png,1
892,E:\TFG\model_src\dataset\1\157139582114517580718498425273566612727_5ipl5f.png,0
893,E:\TFG\model_src\dataset\0\58624891509248513194763174912561487117_eatnow.png,2
894,D:\TFG - Álvaro\data\19\216840111366964013217898866992011356111624613_01-010-044.png,1
895,E:\TFG\model_src\dataset\1\251561778488763397287174413094584834472_22lxak.png,0
896,E:\TFG\model_src\dataset\0\230759707035779189224948043743090833166_yxxe40.png,2
897,D:\TFG - Álvaro\data\19\216840111366964013217898866992011346112923356_01-011-181.png,1
898,E:\TFG\model_src\dataset\1\57387530597490570636835360485626509455_519o0l.png,0
899,E:\TFG\model_src\dataset\0\292918128360817403765919130571877152208_3ibhhb.png,2
900,D:\TFG - Álvaro\data\19\216840111366964013217898866992011355142045111_01-011-082.png,1
901,E:\TFG\model_src\dataset\1\289225372407352060425434807587780837210_5h6xbc.png,0
902,E:\TFG\model_src\dataset\0\140065607089023732358486734141735661840_n14980.png,2
